Type                                  Module                      Label             Process   
BXVector<l1t::Muon>                   "gtStage2Digis"             "Muon"            "Demo"    
BXVector<l1t::Muon>                   "gtStage2Digis"             "Muon2"           "Demo"    
BXVector<l1t::Muon>                   "gtStage2Digis"             "Muon3"           "Demo"    
BXVector<l1t::Muon>                   "gtStage2Digis"             "Muon4"           "Demo"    
BXVector<l1t::Muon>                   "gtStage2Digis"             "Muon5"           "Demo"    
BXVector<l1t::Muon>                   "gtStage2Digis"             "Muon6"           "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy1"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy2"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy3"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy4"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy5"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsBMTF"    "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsEMTFNeg"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsEMTFPos"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsOMTFNeg"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsOMTFPos"   "Demo"    
BXVector<l1t::RegionalMuonCand>       "emtfStage2Digis"           ""                "Demo"    
BXVector<l1t::RegionalMuonCand>       "omtfStage2Digis"           ""                "Demo"    
BXVector<l1t::RegionalMuonCand>       "bmtfDigis"                 "BMTF"            "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "BMTF"            "Demo"    
BXVector<l1t::RegionalMuonCand>       "bmtfDigis"                 "BMTF2"           "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "EMTF"            "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "OMTF"            "Demo"    
BXVector<l1t::Tau>                    "caloStage2Digis"           "MP"              "Demo"    
BXVector<l1t::Tau>                    "caloStage2Digis"           "Tau"             "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau"             "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau2"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau3"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau4"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau5"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau6"            "Demo"    
BXVector<l1t::Tau>                    "caloStage1Digis"           "isoTaus"         "Demo"    
BXVector<l1t::Tau>                    "caloStage1FinalDigis"      "isoTaus"         "Demo"    
BXVector<l1t::Tau>                    "caloStage1Digis"           "rlxTaus"         "Demo"    
BXVector<l1t::Tau>                    "caloStage1FinalDigis"      "rlxTaus"         "Demo"    
CSCTriggerContainer<csctf::TrackStub>    "csctfDigis"                "DT"              "Demo"    
CTPPSRecord                           "onlineMetaDataDigis"       ""                "Demo"    
ClusterSummary                        "clusterSummaryProducer"    ""                "Demo"    
ClusterTPAssociation                  "tpClusterProducer"         ""                "Demo"    
DCSRecord                             "onlineMetaDataDigis"       ""                "Demo"    
EBDigiCollection                      "ecalDigis"                 "ebDigis"         "Demo"    
EBDigiCollection                      "selectDigi"                "selectedEcalEBDigiCollection"   "Demo"    
EEDigiCollection                      "ecalDigis"                 "eeDigis"         "Demo"    
EEDigiCollection                      "selectDigi"                "selectedEcalEEDigiCollection"   "Demo"    
ESDigiCollection                      "ecalPreshowerDigis"        ""                "Demo"    
EcalTrigPrimCompactColl               "ecalCompactTrigPrim"       ""                "Demo"    
HcalDataFrameContainer<QIE10DataFrame>    "hcalDigis"                 ""                "Demo"    
HcalDataFrameContainer<QIE10DataFrame>    "hcalDigis"                 "LASERMON"        "Demo"    
HcalDataFrameContainer<QIE10DataFrame>    "hcalDigis"                 "ZDC"             "Demo"    
HcalDataFrameContainer<QIE11DataFrame>    "hcalDigis"                 ""                "Demo"    
HcalUMNioDigi                         "hcalDigis"                 ""                "Demo"    
HcalUnpackerReport                    "hcalDigis"                 ""                "Demo"    
L1GlobalTriggerReadoutRecord          "gtDigis"                   ""                "Demo"    
L1MuDTChambPhContainer                "bmtfDigis"                 ""                "Demo"    
L1MuDTChambPhContainer                "dttfDigis"                 ""                "Demo"    
L1MuDTChambPhContainer                "omtfStage2Digis"           ""                "Demo"    
L1MuDTChambPhContainer                "twinMuxStage2Digis"        "PhIn"            "Demo"    
L1MuDTChambPhContainer                "twinMuxStage2Digis"        "PhOut"           "Demo"    
L1MuDTChambThContainer                "bmtfDigis"                 ""                "Demo"    
L1MuDTChambThContainer                "dttfDigis"                 ""                "Demo"    
L1MuDTChambThContainer                "omtfStage2Digis"           ""                "Demo"    
L1MuDTChambThContainer                "twinMuxStage2Digis"        "ThIn"            "Demo"    
L1MuDTTrackContainer                  "dttfDigis"                 "DATA"            "Demo"    
L1MuGMTReadoutCollection              "gtDigis"                   ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCALCTDigi>    "muonCSCDigis"              "MuonCSCALCTDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCCLCTDigi>    "muonCSCDigis"              "MuonCSCCLCTDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCComparatorDigi>    "muonCSCDigis"              "MuonCSCComparatorDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "csctfDigis"                ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "emtfStage2Digis"           ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "omtfStage2Digis"           ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "muonCSCDigis"              "MuonCSCCorrelatedLCTDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCDCCFormatStatusDigi>    "muonCSCDigis"              "MuonCSCDCCFormatStatusDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCRPCDigi>    "muonCSCDigis"              "MuonCSCRPCDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCStripDigi>    "muonCSCDigis"              "MuonCSCStripDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCWireDigi>    "muonCSCDigis"              "MuonCSCWireDigi"   "Demo"    
MuonDigiCollection<DTLayerId,DTDigi>    "muonDTDigis"               ""                "Demo"    
MuonDigiCollection<GEMDetId,GEMDigi>    "muonGEMDigis"              ""                "Demo"    
MuonDigiCollection<GEMDetId,GEMPadDigiCluster>    "emtfStage2Digis"           ""                "Demo"    
MuonDigiCollection<RPCDetId,RPCDigi>    "muonRPCDigis"              ""                "Demo"    
MuonDigiCollection<RPCDetId,RPCDigi>    "omtfStage2Digis"           ""                "Demo"    
MuonDigiCollection<RPCDetId,RPCDigi>    "rpcCPPFRawToDigi"          ""                "Demo"    
MuonDigiCollection<RPCDetId,RPCDigi>    "rpcTwinMuxRawToDigi"       ""                "Demo"    
OnlineLuminosityRecord                "onlineMetaDataDigis"       ""                "Demo"    
RPCAMCLinkCounters                    "rpcCPPFRawToDigi"          ""                "Demo"    
RPCAMCLinkCounters                    "rpcTwinMuxRawToDigi"       ""                "Demo"    
RPCAMCLinkCounters                    "rpcCPPFRawToDigi"          "RPCAMCUnpacker"   "Demo"    
RPCRawDataCounts                      "muonRPCDigis"              ""                "Demo"    
SiStripEventSummary                   "siStripDigis"              ""                "Demo"    
TCDSRecord                            "tcdsDigis"                 "tcdsRecord"      "Demo"    
TotemTriggerCounters                  "totemTriggerRawToDigi"     ""                "Demo"    
bool                                  "trackerClusterCheck"       ""                "Demo"    
double                                "fixedGridRhoAll"           ""                "Demo"    
double                                "fixedGridRhoFastjetAll"    ""                "Demo"    
double                                "fixedGridRhoFastjetAllCalo"   ""                "Demo"    
double                                "fixedGridRhoFastjetAllTmp"   ""                "Demo"    
double                                "fixedGridRhoFastjetCentral"   ""                "Demo"    
double                                "fixedGridRhoFastjetCentralCalo"   ""                "Demo"    
double                                "fixedGridRhoFastjetCentralChargedPileUp"   ""                "Demo"    
double                                "fixedGridRhoFastjetCentralNeutral"   ""                "Demo"    
double                                "ak4CaloJets"               "rho"             "Demo"    
double                                "ak4CaloJetsForTrk"         "rho"             "Demo"    
double                                "ak4PFJets"                 "rho"             "Demo"    
double                                "ak4PFJetsCHS"              "rho"             "Demo"    
double                                "ak4PFJetsPuppi"            "rho"             "Demo"    
double                                "ak4TrackJets"              "rho"             "Demo"    
double                                "ak8PFJetsPuppi"            "rho"             "Demo"    
double                                "ak8PFJetsPuppiSoftDrop"    "rho"             "Demo"    
double                                "ak4CaloJets"               "sigma"           "Demo"    
double                                "ak4CaloJetsForTrk"         "sigma"           "Demo"    
double                                "ak4PFJets"                 "sigma"           "Demo"    
double                                "ak4PFJetsCHS"              "sigma"           "Demo"    
double                                "ak4PFJetsPuppi"            "sigma"           "Demo"    
double                                "ak4TrackJets"              "sigma"           "Demo"    
double                                "ak8PFJetsPuppi"            "sigma"           "Demo"    
double                                "ak8PFJetsPuppiSoftDrop"    "sigma"           "Demo"    
edm::Association<vector<reco::DeDxHitInfo> >    "dedxHitInfo"               ""                "Demo"    
edm::Association<vector<reco::Track> >    "lowPtGsfToTrackLinks"      ""                "Demo"    
edm::Association<vector<reco::TrackExtra> >    "muonReducedTrackExtras"    ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "firstStepPrimaryVertices"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices"    ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4D"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DWithBS"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DnoPID"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DnoPIDWithBS"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVerticesWithBS"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<edm::View<reco::Jet>,edm::View<reco::Jet>,unsigned int> >    "recoTauAK4PFJets08Region"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<Trajectory>,vector<reco::GsfTrack>,unsigned short> >    "electronGsfTracks"         ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<Trajectory>,vector<reco::GsfTrack>,unsigned short> >    "electronGsfTracksFromMultiCl"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<Trajectory>,vector<reco::GsfTrack>,unsigned short> >    "lowPtGsfEleGsfTracks"      ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<Trajectory>,vector<reco::GsfTrack>,unsigned short> >    "uncleanedOnlyElectronGsfTracks"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::SuperCluster>,vector<reco::HFEMClusterShape>,unsigned int> >    "hfEMClusters"              ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "displacedStandAloneMuons"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "refittedStandAloneMuons"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "standAloneMuons"           ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "tevMuons"                  "default"         "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "tevMuons"                  "dyt"             "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "tevMuons"                  "firstHit"        "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "tevMuons"                  "picky"           "Demo"    
