Type                                  Module                      Label             Process   
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationES"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "conversionTrackCandidates"   "inOutTrackCandidateSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "uncleanedOnlyConversionTrackCandidates"   "inOutTrackCandidateSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "ckfInOutTracksFromConversions"   "inOutTrackSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "uncleanedOnlyCkfInOutTracksFromConversions"   "inOutTrackSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "conversionTrackCandidates"   "outInTrackCandidateSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "uncleanedOnlyConversionTrackCandidates"   "outInTrackCandidateSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "ckfOutInTracksFromConversions"   "outInTrackSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "uncleanedOnlyCkfOutInTracksFromConversions"   "outInTrackSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::Candidate> >    "puppi"                     ""                "Demo"    
edm::ValueMap<edm::Ptr<reco::Candidate> >    "puppiNoLep"                ""                "Demo"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "all"             "Demo"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "electrons"       "Demo"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "muons"           "Demo"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "photons"         "Demo"    
edm::ValueMap<edm::Ref<vector<reco::GsfElectron>,reco::GsfElectron,edm::refhelper::FindUsingAdvance<vector<reco::GsfElectron>,reco::GsfElectron> > >    "gedGsfElectronValueMapsTmp"   ""                "Demo"    
edm::ValueMap<edm::Ref<vector<reco::Muon>,reco::Muon,edm::refhelper::FindUsingAdvance<vector<reco::Muon>,reco::Muon> > >    "muons"                     "muons1stStep2muonsMap"   "Demo"    
edm::ValueMap<edm::Ref<vector<reco::Photon>,reco::Photon,edm::refhelper::FindUsingAdvance<vector<reco::Photon>,reco::Photon> > >    "gedPhotons"                "valMapPFEgammaCandToPhoton"   "Demo"    
edm::ValueMap<edm::Ref<vector<reco::Photon>,reco::Photon,edm::refhelper::FindUsingAdvance<vector<reco::Photon>,reco::Photon> > >    "gedPhotonsTmp"             "valMapPFEgammaCandToPhoton"   "Demo"    
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "lowPtGsfElectronSeeds"     ""                "Demo"    
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "trackerDrivenElectronSeeds"   "preid"           "Demo"    
edm::ValueMap<edm::Ref<vector<reco::SuperCluster>,reco::SuperCluster,edm::refhelper::FindUsingAdvance<vector<reco::SuperCluster>,reco::SuperCluster> > >    "lowPtGsfElectronSuperClusters"   ""                "Demo"    
edm::ValueMap<float>                  "JPTeidTight"               ""                "Demo"    
edm::ValueMap<float>                  "ak8PFJetsPuppiSoftDropMass"   ""                "Demo"    
edm::ValueMap<float>                  "eidLoose"                  ""                "Demo"    
edm::ValueMap<float>                  "eidRobustHighEnergy"       ""                "Demo"    
edm::ValueMap<float>                  "eidRobustLoose"            ""                "Demo"    
edm::ValueMap<float>                  "eidRobustTight"            ""                "Demo"    
edm::ValueMap<float>                  "eidTight"                  ""                "Demo"    
edm::ValueMap<float>                  "electronEcalPFClusterIsolationProducer"   ""                "Demo"    
edm::ValueMap<float>                  "electronHcalPFClusterIsolationProducer"   ""                "Demo"    
edm::ValueMap<float>                  "firstStepPrimaryVertices"   ""                "Demo"    
edm::ValueMap<float>                  "lowPtGsfElectronID"        ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices4D"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DWithBS"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DnoPID"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DnoPIDWithBS"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVerticesWithBS"   ""                "Demo"    
edm::ValueMap<float>                  "ootPhotonEcalPFClusterIsolationProducer"   ""                "Demo"    
edm::ValueMap<float>                  "ootPhotonHcalPFClusterIsolationProducer"   ""                "Demo"    
edm::ValueMap<float>                  "photonEcalPFClusterIsolationProducer"   ""                "Demo"    
edm::ValueMap<float>                  "photonHcalPFClusterIsolationProducer"   ""                "Demo"    
edm::ValueMap<float>                  "puppi"                     ""                "Demo"    
edm::ValueMap<float>                  "puppiNoLep"                ""                "Demo"    
edm::ValueMap<float>                  "convStepSelector"          "MVAVals"         "Demo"    
edm::ValueMap<float>                  "conversionStepTracks"      "MVAVals"         "Demo"    
edm::ValueMap<float>                  "detachedQuadStep"          "MVAVals"         "Demo"    
edm::ValueMap<float>                  "detachedQuadStepSelector"   "MVAVals"         "Demo"    
edm::ValueMap<float>                  "earlyGeneralTracks"        "MVAVals"         "Demo"    
edm::ValueMap<float>                  "highPtTripletStepSelector"   "MVAVals"         "Demo"    
edm::ValueMap<float>                  "initialStepSelector"       "MVAVals"         "Demo"    
edm::ValueMap<float>                  "lowPtQuadStepSelector"     "MVAVals"         "Demo"    
edm::ValueMap<float>                  "lowPtTripletStepSelector"   "MVAVals"         "Demo"    
edm::ValueMap<float>                  "muonSeededTracksInOutSelector"   "MVAVals"         "Demo"    
edm::ValueMap<float>                  "muonSeededTracksOutInSelector"   "MVAVals"         "Demo"    
edm::ValueMap<float>                  "pixelPairStepSelector"     "MVAVals"         "Demo"    
edm::ValueMap<float>                  "preDuplicateMergingGeneralTracks"   "MVAVals"         "Demo"    
edm::ValueMap<float>                  "ecalBarrelClusterFastTimer"   "PerfectResolutionModel"   "Demo"    
edm::ValueMap<float>                  "ecalBarrelClusterFastTimer"   "PerfectResolutionModelResolution"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "btlMatchChi2"    "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "btlMatchTimeChi2"   "Demo"    
edm::ValueMap<float>                  "gsfTrackTimeValueMapProducer"   "electronGsfTracksConfigurableFlatResolutionModel"   "Demo"    
edm::ValueMap<float>                  "gsfTrackTimeValueMapProducer"   "electronGsfTracksConfigurableFlatResolutionModelResolution"   "Demo"    
edm::ValueMap<float>                  "gsfTrackTimeValueMapProducer"   "electronGsfTracksPerfectResolutionModel"   "Demo"    
edm::ValueMap<float>                  "gsfTrackTimeValueMapProducer"   "electronGsfTracksPerfectResolutionModelResolution"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "etlMatchChi2"    "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "etlMatchTimeChi2"   "Demo"    
edm::ValueMap<float>                  "egmElectronIsolationCITK"   "gamma-DR030-"    "Demo"    
edm::ValueMap<float>                  "egmPhotonIsolationCITK"    "gamma-DR030-"    "Demo"    
edm::ValueMap<float>                  "egmGedGsfElectronPFNoPileUpIsolation"   "gamma-DR030-BarVeto000-EndVeto008"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTrackBeta"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTrackPathLength"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTrackp"   "Demo"    
edm::ValueMap<float>                  "trackTimeValueMapProducer"   "generalTracksConfigurableFlatResolutionModel"   "Demo"    
edm::ValueMap<float>                  "trackTimeValueMapProducer"   "generalTracksConfigurableFlatResolutionModelResolution"   "Demo"    
edm::ValueMap<float>                  "trackTimeValueMapProducer"   "generalTracksPerfectResolutionModel"   "Demo"    
edm::ValueMap<float>                  "trackTimeValueMapProducer"   "generalTracksPerfectResolutionModelResolution"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTracksigmat0"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTracksigmatmtd"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTrackt0"   "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTracktmtd"   "Demo"    
edm::ValueMap<float>                  "egmElectronIsolationCITK"   "h+-DR030-"       "Demo"    
edm::ValueMap<float>                  "egmElectronIsolationPileUpCITK"   "h+-DR030-"       "Demo"    
edm::ValueMap<float>                  "egmPhotonIsolationCITK"    "h+-DR030-"       "Demo"    
edm::ValueMap<float>                  "egmGedGsfElectronPFNoPileUpIsolation"   "h+-DR030-BarVeto000-EndVeto001"   "Demo"    
edm::ValueMap<float>                  "egmGedGsfElectronPFPileUpIsolation"   "h+-DR030-BarVeto000-EndVeto001"   "Demo"    
edm::ValueMap<float>                  "egmElectronIsolationCITK"   "h0-DR030-"       "Demo"    
edm::ValueMap<float>                  "egmPhotonIsolationCITK"    "h0-DR030-"       "Demo"    
edm::ValueMap<float>                  "egmGedGsfElectronPFNoPileUpIsolation"   "h0-DR030-BarVeto000-EndVeto000"   "Demo"    
edm::ValueMap<float>                  "mtdTrackQualityMVA"        "mtdQualMVA"      "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "pathLength"      "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoChargedIsolation"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoESEffSigmaRR"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoEcalPFClIsolation"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E1x3"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E1x3byE5x5"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E2x2"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E2x2byE5x5"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E2x5Max"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E2x5byE5x5"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5E5x5"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5SigmaIEtaIEta"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoFull5x5SigmaIEtaIPhi"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoHcalPFClIsolation"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoNeutralHadronIsolation"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoPhotonIsolation"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoTrkIsolation"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoWorstChargedIsolation"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoWorstChargedIsolationConeVeto"   "Demo"    
edm::ValueMap<float>                  "photonIDValueMaps"         "phoWorstChargedIsolationConeVetoPVConstr"   "Demo"    
edm::ValueMap<float>                  "tofPID"                    "probK"           "Demo"    
edm::ValueMap<float>                  "tofPID4DnoPID"             "probK"           "Demo"    
edm::ValueMap<float>                  "tofPID"                    "probP"           "Demo"    
edm::ValueMap<float>                  "tofPID4DnoPID"             "probP"           "Demo"    
edm::ValueMap<float>                  "tofPID"                    "probPi"          "Demo"    
edm::ValueMap<float>                  "tofPID4DnoPID"             "probPi"          "Demo"    
edm::ValueMap<float>                  "lowPtGsfElectronSeedValueMaps"   "ptbiased"        "Demo"    
edm::ValueMap<float>                  "tofPID"                    "sigmat0"         "Demo"    
edm::ValueMap<float>                  "tofPID4DnoPID"             "sigmat0"         "Demo"    
edm::ValueMap<float>                  "tofPID"                    "sigmat0safe"     "Demo"    
edm::ValueMap<float>                  "tofPID4DnoPID"             "sigmat0safe"     "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "sigmatmtd"       "Demo"    
edm::ValueMap<float>                  "tofPID"                    "t0"              "Demo"    
edm::ValueMap<float>                  "tofPID4DnoPID"             "t0"              "Demo"    
edm::ValueMap<float>                  "tofPID"                    "t0safe"          "Demo"    
edm::ValueMap<float>                  "tofPID4DnoPID"             "t0safe"          "Demo"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "tmtd"            "Demo"    
edm::ValueMap<float>                  "lowPtGsfElectronSeedValueMaps"   "unbiased"        "Demo"    
edm::ValueMap<int>                    "detachedQuadStep"          ""                "Demo"    
edm::ValueMap<int>                    "firstStepPrimaryVertices"   ""                "Demo"    
edm::ValueMap<int>                    "offlinePrimaryVertices"    ""                "Demo"    
edm::ValueMap<int>                    "offlinePrimaryVertices4D"   ""                "Demo"    
edm::ValueMap<int>                    "offlinePrimaryVertices4DWithBS"   ""                "Demo"    
edm::ValueMap<int>                    "offlinePrimaryVertices4DnoPID"   ""                "Demo"    
edm::ValueMap<int>                    "offlinePrimaryVertices4DnoPIDWithBS"   ""                "Demo"    
edm::ValueMap<int>                    "offlinePrimaryVerticesWithBS"   ""                "Demo"    
edm::ValueMap<int>                    "convStepSelector"          "convStep"        "Demo"    
edm::ValueMap<int>                    "convStepSelector"          "convStepLoose"   "Demo"    
edm::ValueMap<int>                    "convStepSelector"          "convStepTight"   "Demo"    
edm::ValueMap<int>                    "detachedQuadStepSelector"   "detachedQuadStepTrk"   "Demo"    
edm::ValueMap<int>                    "detachedQuadStepSelector"   "detachedQuadStepTrkLoose"   "Demo"    
edm::ValueMap<int>                    "detachedQuadStepSelector"   "detachedQuadStepTrkTight"   "Demo"    
edm::ValueMap<int>                    "detachedQuadStepSelector"   "detachedQuadStepVtx"   "Demo"    
edm::ValueMap<int>                    "detachedQuadStepSelector"   "detachedQuadStepVtxLoose"   "Demo"    
edm::ValueMap<int>                    "detachedQuadStepSelector"   "detachedQuadStepVtxTight"   "Demo"    
edm::ValueMap<int>                    "trackExtenderWithMTD"      "generalTrackassoc"   "Demo"    
edm::ValueMap<int>                    "highPtTripletStepSelector"   "highPtTripletStep"   "Demo"    
edm::ValueMap<int>                    "highPtTripletStepSelector"   "highPtTripletStepLoose"   "Demo"    
edm::ValueMap<int>                    "highPtTripletStepSelector"   "highPtTripletStepTight"   "Demo"    
edm::ValueMap<int>                    "initialStepSelector"       "initialStep"     "Demo"    
edm::ValueMap<int>                    "initialStepSelector"       "initialStepLoose"   "Demo"    
edm::ValueMap<int>                    "initialStepSelector"       "initialStepTight"   "Demo"    
edm::ValueMap<int>                    "lowPtQuadStepSelector"     "lowPtQuadStep"   "Demo"    
edm::ValueMap<int>                    "lowPtQuadStepSelector"     "lowPtQuadStepLoose"   "Demo"    
edm::ValueMap<int>                    "lowPtQuadStepSelector"     "lowPtQuadStepTight"   "Demo"    
edm::ValueMap<int>                    "lowPtTripletStepSelector"   "lowPtTripletStep"   "Demo"    
edm::ValueMap<int>                    "lowPtTripletStepSelector"   "lowPtTripletStepLoose"   "Demo"    
edm::ValueMap<int>                    "lowPtTripletStepSelector"   "lowPtTripletStepTight"   "Demo"    
edm::ValueMap<int>                    "muonSeededTracksInOutSelector"   "muonSeededTracksInOutHighPurity"   "Demo"    
edm::ValueMap<int>                    "muonSeededTracksInOutSelector"   "muonSeededTracksInOutLoose"   "Demo"    
edm::ValueMap<int>                    "muonSeededTracksInOutSelector"   "muonSeededTracksInOutTight"   "Demo"    
edm::ValueMap<int>                    "muonSeededTracksOutInSelector"   "muonSeededTracksOutInHighPurity"   "Demo"    
edm::ValueMap<int>                    "muonSeededTracksOutInSelector"   "muonSeededTracksOutInLoose"   "Demo"    
edm::ValueMap<int>                    "muonSeededTracksOutInSelector"   "muonSeededTracksOutInTight"   "Demo"    
edm::ValueMap<int>                    "pixelPairStepSelector"     "pixelPairStep"   "Demo"    
edm::ValueMap<int>                    "pixelPairStepSelector"     "pixelPairStepLoose"   "Demo"    
edm::ValueMap<int>                    "pixelPairStepSelector"     "pixelPairStepTight"   "Demo"    
edm::ValueMap<int>                    "dedxHitInfo"               "prescale"        "Demo"    
edm::ValueMap<reco::DYTInfo>          "tevMuons"                  "dytInfo"         "Demo"    
edm::ValueMap<reco::DeDxData>         "dedxHarmonic2"             ""                "Demo"    
edm::ValueMap<reco::DeDxData>         "dedxPixelAndStripHarmonic2T085"   ""                "Demo"    
edm::ValueMap<reco::DeDxData>         "dedxPixelHarmonic2"        ""                "Demo"    
edm::ValueMap<reco::DeDxData>         "dedxTruncated40"           ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositCharged"   ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositChargedAll"   ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositGamma"    ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositNeutral"   ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "gedElPFIsoDepositPU"       ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositJets"          ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositTk"            ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositCharged"     ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositChargedAll"   ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositGamma"       ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositNeutral"     ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muPFIsoDepositPU"          ""                "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ecal"            "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "ecal"            "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "ecal"            "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "hcal"            "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "hcal"            "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "hcal"            "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ho"              "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "ho"              "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "ho"              "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "jets"            "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "muIsoDepositJets"   "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons"                     "muIsoDepositTk"   "Demo"    
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "tracker"         "Demo"    
edm::ValueMap<reco::JetID>            "ak4JetID"                  ""                "Demo"    
edm::ValueMap<reco::MuonCosmicCompatibility>    "cosmicsVeto"               ""                "Demo"    
edm::ValueMap<reco::MuonCosmicCompatibility>    "muons"                     "cosmicsVeto"     "Demo"    
edm::ValueMap<reco::MuonMETCorrectionData>    "muonMETValueMapProducer"   "muCorrData"      "Demo"    
edm::ValueMap<reco::MuonQuality>      "glbTrackQual"              ""                "Demo"    
edm::ValueMap<reco::MuonShower>       "muonShowerInformation"     ""                "Demo"    
edm::ValueMap<reco::MuonShower>       "muons"                     "muonShowerInformation"   "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyDisplacedMuons"       "combined"        "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyMuons"                "combined"        "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "combined"        "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "combined"        "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics"          "combined"        "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics1Leg"      "combined"        "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyDisplacedMuons"       "csc"             "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyMuons"                "csc"             "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "csc"             "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "csc"             "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics"          "csc"             "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics1Leg"      "csc"             "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyDisplacedMuons"       "dt"              "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "earlyMuons"                "dt"              "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "dt"              "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "dt"              "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics"          "dt"              "Demo"    
edm::ValueMap<reco::MuonTimeExtra>    "muonsFromCosmics1Leg"      "dt"              "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauBasicDiscriminators"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauBasicDiscriminatorsdR03"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLT"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLTraw"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLT"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLTraw"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLT"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLTraw"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByMVA6ElectronRejection"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByMVA6rawElectronRejection"   ""                "Demo"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByMuonRejection3"   ""                "Demo"    
edm::ValueMap<pair<float,float> >     "hgcalLayerClusters"        "timeLayerCluster"   "Demo"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedGsfElectrons"   "Demo"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolationTmp"   "gedGsfElectronsTmp"   "Demo"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedPhotons"      "Demo"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolationTmp"   "gedPhotonsTmp"   "Demo"    
edm::ValueMap<unsigned int>           "cosmicsVeto"               ""                "Demo"    
edm::ValueMap<unsigned int>           "muons"                     "cosmicsVeto"     "Demo"    
edmNew::DetSetVector<FTLCluster>      "mtdClusters"               "FTLBarrel"       "Demo"    
edmNew::DetSetVector<FTLCluster>      "mtdClusters"               "FTLEndcap"       "Demo"    
edmNew::DetSetVector<MTDTrackingRecHit>    "mtdTrackingRecHits"        ""                "Demo"    
edmNew::DetSetVector<Phase2TrackerCluster1D>    "siPhase2Clusters"          ""                "Demo"    
edmNew::DetSetVector<SiPixelCluster>    "siPixelClusters"           ""                "Demo"    
edmNew::DetSetVector<SiPixelCluster>    "siPixelClustersPreSplitting"   ""                "Demo"    
edmNew::DetSetVector<SiPixelRecHit>    "siPixelRecHits"            ""                "Demo"    
edmNew::DetSetVector<SiPixelRecHit>    "siPixelRecHitsPreSplitting"   ""                "Demo"    
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "Demo"    
reco::BeamSpot                        "offlineBeamSpot"           ""                "Demo"    
reco::BeamSpot                        "onlineMetaDataDigis"       ""                "Demo"    
reco::CSCHaloData                     "CSCHaloData"               ""                "Demo"    
reco::EcalHaloData                    "EcalHaloData"              ""                "Demo"    
reco::GlobalHaloData                  "GlobalHaloData"            ""                "Demo"    
reco::HcalHaloData                    "HcalHaloData"              ""                "Demo"    
reco::JetPiZeroAssociation            "ak4PFJetsLegacyHPSPiZeros"   ""                "Demo"    
reco::PFJetChargedHadronAssociation   "ak4PFJetsRecoTauChargedHadrons"   ""                "Demo"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDeadECALElectronRejection"   ""                "Demo"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFinding"   ""                "Demo"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingNewDMs"   ""                "Demo"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingOldDMs"   ""                "Demo"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseElectronRejection"   ""                "Demo"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumElectronRejection"   ""                "Demo"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightElectronRejection"   ""                "Demo"    
reco::PFTauDiscriminator              "hpsSelectionDiscriminator"   ""                "Demo"    
map<DetId,float>                      "hgcalLayerClusters"        ""                "Demo"    
pair<int,vector<L1CSCSPStatusDigi> >    "csctfDigis"                ""                "Demo"    
set<EBDetId>                          "ecalDetIdToBeRecovered"    "ebDetId"         "Demo"    
set<EEDetId>                          "ecalDetIdToBeRecovered"    "eeDetId"         "Demo"    
set<EcalScDetId>                      "ecalDetIdToBeRecovered"    "eeFE"            "Demo"    
set<EcalTrigTowerDetId>               "ecalDetIdToBeRecovered"    "ebFE"            "Demo"    
vector<BeamSpotOnline>                "scalersRawToDigi"          ""                "Demo"    
vector<CTPPSLocalTrackLite>           "ctppsLocalTrackLiteProducer"   ""                "Demo"    
vector<DTuROSFEDData>                 "muonDTDigis"               ""                "Demo"    
vector<DcsStatus>                     "scalersRawToDigi"          ""                "Demo"    
vector<L1AcceptBunchCrossing>         "scalersRawToDigi"          ""                "Demo"    
vector<L1CaloEmCand>                  "caloStage1Digis"           ""                "Demo"    
vector<L1CaloEmCand>                  "gctDigis"                  ""                "Demo"    
vector<L1CaloRegion>                  "caloLayer1Digis"           ""                "Demo"    
vector<L1CaloRegion>                  "caloStage1Digis"           ""                "Demo"    
